Category,Santa Cruz
Total_doses_administered,58522
Total_people_one_dose,32608
Total_people_complete,28268
Total_doses_ordered,47340
total_pouluation,53161
Male-65 years and older,3469
Male-55-64 years,2435
Male-45-54 years,2730
Male-20-44 years,5868
Male-Less than 20 years,1711
Female-65 years and older,4194
Female-55-64 years,2490
Female-45-54 years,2628
Female-20-44 years,5313
Female-Less than 20 years,1702
"American Indian or Alaska Native, non-Hispanic",0.0004293424926398
"Black or African American, non-Hispanic",0.0007053483807655
"Asian or Pacific Islander, non-Hispanic",0.0026373895976447
Other Race,0.0387634936211973
Unknown,0.056121197252208
"White, non-Hispanic",0.135948233562316
Hispanic or Latino,0.7653949950932286
