Category,Pinal
Total_doses_administered,559332
Total_people_one_dose,264480
Total_people_complete,226117
total_pouluation,264480
Male-65 years and older,38355
Male-55-64 years,19015
Male-45-54 years,17414
Male-20-44 years,40126
Male-Less than 20 years,14415
Female-65 years and older,44020
Female-55-64 years,21487
Female-45-54 years,17784
Female-20-44 years,36961
Female-Less than 20 years,14162
"Asian or Pacific Islander, non-Hispanic",5494
"Black or African American, non-Hispanic",9814
"American Indian or Alaska Native, non-Hispanic",10561
Unknown,30782
Other Race,32213
Hispanic or Latino,43685
"White, non-Hispanic",131931
