Category,Maricopa
Total_doses_administered,6051373
Total_people_one_dose,2769530
Total_people_complete,2362275
total_pouluation,2769530
Male-65 years and older,294937
Male-55-64 years,194399
Male-45-54 years,189141
Male-20-44 years,457454
Male-Less than 20 years,168084
Female-65 years and older,368569
Female-55-64 years,218453
Female-45-54 years,204744
Female-20-44 years,489369
Female-Less than 20 years,170094
"American Indian or Alaska Native, non-Hispanic",54447
"Black or African American, non-Hispanic",109147
"Asian or Pacific Islander, non-Hispanic",141585
Unknown,186993
Other Race,440071
Hispanic or Latino,480927
"White, non-Hispanic",1356360
