Category,Gila
Total_doses_administered,56421
Total_people_one_dose,30583
Total_people_complete,27272
Total_doses_ordered,38260
total_pouluation,55159
Male-65 years and older,6046
Male-55-64 years,2702
Male-45-54 years,1703
Male-20-44 years,3427
Male-Less than 20 years,865
Female-65 years and older,6393
Female-55-64 years,3018
Female-45-54 years,1793
Female-20-44 years,3580
Female-Less than 20 years,993
"Black or African American, non-Hispanic",101
"Asian or Pacific Islander, non-Hispanic",264
Hispanic or Latino,1424
Other Race,5046
Unknown,5571
"American Indian or Alaska Native, non-Hispanic",6291
"White, non-Hispanic",11886
