Category,Maricopa
Total_doses_administered,3378490
Total_people_one_dose,1911798
Total_people_complete,1667893
Total_doses_ordered,1701453
total_pouluation,4367835
Male-65 years and older,201037
Male-55-64 years,135073
Male-45-54 years,136710
Male-20-44 years,325628
Male-Less than 20 years,91872
Female-65 years and older,257152
Female-55-64 years,155413
Female-45-54 years,150707
Female-20-44 years,352124
Female-Less than 20 years,94116
"American Indian or Alaska Native, non-Hispanic",41558
"Black or African American, non-Hispanic",75022
"Asian or Pacific Islander, non-Hispanic",86182
Unknown,186142
Other Race,292663
Hispanic or Latino,355242
"White, non-Hispanic",874989
