date,hospitalizations
2021-10-01,3
2021-09-30,67
2021-09-29,95
2021-09-28,94
2021-09-27,88
2021-09-26,88
2021-09-25,77
2021-09-24,86
2021-09-23,116
2021-09-22,91
2021-09-21,119
2021-09-20,101
2021-09-19,115
2021-09-18,131
2021-09-17,100
2021-09-16,121
2021-09-15,151
2021-09-14,173
2021-09-13,195
2021-09-12,151
2021-09-11,166
2021-09-10,201
2021-09-09,182
2021-09-08,178
2021-09-07,232
2021-09-06,195
2021-09-05,193
2021-09-04,185
2021-09-03,209
2021-09-02,212
2021-09-01,224
2021-08-31,226
2021-08-30,262
2021-08-29,199
2021-08-28,173
2021-08-27,209
2021-08-26,178
2021-08-25,185
2021-08-24,180
2021-08-23,216
2021-08-22,206
2021-08-21,199
2021-08-20,247
2021-08-19,195
2021-08-18,177
2021-08-17,220
2021-08-16,211
2021-08-15,194
2021-08-14,145
2021-08-13,174
2021-08-12,182
2021-08-11,175
2021-08-10,161
2021-08-09,196
2021-08-08,179
2021-08-07,165
2021-08-06,138
2021-08-05,176
2021-08-04,153
2021-08-03,152
2021-08-02,140
2021-08-01,138
2021-07-31,111
2021-07-30,139
2021-07-29,121
2021-07-28,149
2021-07-27,102
2021-07-26,108
2021-07-25,95
2021-07-24,96
2021-07-23,114
2021-07-22,95
2021-07-21,97
2021-07-20,110
2021-07-19,79
2021-07-18,79
2021-07-17,85
2021-07-16,82
2021-07-15,96
2021-07-14,79
2021-07-13,68
2021-07-12,83
2021-07-11,61
2021-07-10,62
2021-07-09,64
2021-07-08,56
2021-07-07,63
2021-07-06,52
2021-07-05,59
2021-07-04,42
2021-07-03,41
2021-07-02,43
2021-07-01,55
2021-06-30,62
2021-06-29,52
2021-06-28,58
2021-06-27,41
2021-06-26,45
2021-06-25,42
2021-06-24,57
2021-06-23,47
2021-06-22,42
2021-06-21,53
2021-06-20,45
2021-06-19,47
2021-06-18,47
2021-06-17,38
2021-06-16,43
2021-06-15,51
2021-06-14,55
2021-06-13,25
2021-06-12,33
2021-06-11,34
2021-06-10,50
2021-06-09,21
2021-06-08,41
2021-06-07,33
2021-06-06,37
2021-06-05,35
2021-06-04,37
2021-06-03,51
2021-06-02,43
2021-06-01,45
2021-05-31,44
2021-05-30,40
2021-05-29,30
2021-05-28,43
2021-05-27,38
2021-05-26,53
2021-05-25,57
2021-05-24,50
2021-05-23,44
2021-05-22,37
2021-05-21,42
2021-05-20,45
2021-05-19,47
2021-05-18,52
2021-05-17,49
2021-05-16,45
2021-05-15,37
2021-05-14,50
2021-05-13,52
2021-05-12,35
2021-05-11,55
2021-05-10,56
