Category,Navajo
Total_doses_administered,81993
Total_people_one_dose,46101
Total_people_complete,38993
Total_doses_ordered,44540
total_pouluation,112825
Male-65 years and older,7293
Male-55-64 years,3750
Male-45-54 years,2712
Male-20-44 years,5783
Male-Less than 20 years,3249
Female-65 years and older,8001
Female-55-64 years,4037
Female-45-54 years,2692
Female-20-44 years,5149
Female-Less than 20 years,3399
"Black or African American, non-Hispanic",238
"Asian or Pacific Islander, non-Hispanic",429
Hispanic or Latino,2416
Unknown,2493
Other Race,8656
"White, non-Hispanic",15636
"American Indian or Alaska Native, non-Hispanic",16233
