Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7762609,35600,158551,127950,24074,9681,56421,18553,3378490,167044,81993,340947,1016586,74191,200040,232401
Total_people_complete,3729284,13329,77818,62901,11950,4693,27272,9116,1667893,79576,38993,173548,502077,37193,96244,110945
Total_doses_ordered,5410140,18600,109804,94300,21720,12550,38260,19400,1701453,136460,44540,202212,634806,49512,174846,153008
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4212451,19981,86908,71341,13386,5524,30583,10233,1911798,94886,46101,194602,565491,41136,114094,130118
Male-65 years and older,547777,2066,8227,11022,1730,575,6046,3209,201037,22382,7293,31311,76343,3689,24738,16370
Male-55-64 years,310261,1404,6238,5328,1050,637,2702,715,135073,8841,3750,14470,38285,2688,8838,9207
Male-45-54 years,275269,1103,5640,3965,963,566,1703,355,136710,4661,2712,13766,33652,3166,5242,8245
Male-20-44 years,665197,2723,17305,10460,2306,1226,3427,622,325628,7983,5783,33232,85039,8127,10404,24828
Male-Less than 20 years,178608,2612,3476,2997,505,129,865,201,91872,1553,3249,6680,23488,2837,2260,6373
Female-65 years and older,672403,2216,9320,13047,2185,545,6393,3105,257152,24918,8001,35791,100014,4465,30831,18499
Female-55-64 years,356451,1533,6926,6430,1212,429,3018,874,155413,10281,4037,15396,47029,2724,11250,9650
Female-45-54 years,300233,1119,5780,4543,881,402,1793,376,150707,4972,2692,12352,39292,2988,6110,8457
Female-20-44 years,699868,2531,19777,10413,1951,897,3580,540,352124,7460,5149,24368,96553,7517,10593,21330
Female-Less than 20 years,186616,2664,4123,3044,591,115,993,210,94116,1669,3399,6632,24814,2865,2513,6738
"Black or African American, non-Hispanic",117842,303,655,1364,79,50,101,36,75022,686,238,5736,11417,38,640,797
"American Indian or Alaska Native, non-Hispanic",126985,11626,18161,342,1130,105,6291,253,41558,989,16233,9368,12174,19,1191,1725
"Asian or Pacific Islander, non-Hispanic",155256,178,1318,1348,69,51,264,78,86182,1372,429,3474,14218,101,1498,797
Unknown,447914,1081,17206,9603,4212,528,5571,2727,186142,16172,2493,38660,84425,2394,27860,34250
Other Race,703118,1329,9982,10813,1014,152,5046,1166,292663,16416,8656,21073,72311,2087,17569,11678
Hispanic or Latino,727514,2003,6427,17455,2219,2405,1424,1171,355242,6989,2416,31337,136761,31531,7417,57250
"White, non-Hispanic",1933822,3461,33159,30416,4663,2233,11886,4802,874989,52262,15636,84954,234185,4966,57919,23621
