Category,Mohave
Total_doses_administered,167044
Total_people_one_dose,94886
Total_people_complete,79576
Total_doses_ordered,136460
total_pouluation,216985
Male-65 years and older,22382
Male-55-64 years,8841
Male-45-54 years,4661
Male-20-44 years,7983
Male-Less than 20 years,1553
Female-65 years and older,24918
Female-55-64 years,10281
Female-45-54 years,4972
Female-20-44 years,7460
Female-Less than 20 years,1669
"Black or African American, non-Hispanic",686
"American Indian or Alaska Native, non-Hispanic",989
"Asian or Pacific Islander, non-Hispanic",1372
Hispanic or Latino,6989
Unknown,16172
Other Race,16416
"White, non-Hispanic",52262
