Category,Arizona
Total_doses_administered,7409593
Total_people_complete,3574752
Total_doses_ordered,5346480
total_pouluation,7189020
Total_people_one_dose,4053876
Male-65 years and older,525070
Male-55-64 years,303416
Male-45-54 years,266501
Male-20-44 years,635686
Male-Less than 20 years,168925
Female-65 years and older,647178
Female-55-64 years,348876
Female-45-54 years,291227
Female-20-44 years,670257
Female-Less than 20 years,177192
"Black or African American, non-Hispanic",111636
"American Indian or Alaska Native, non-Hispanic",120436
"Asian or Pacific Islander, non-Hispanic",151381
Unknown,433837
Other Race,683016
Hispanic or Latino,692253
"White, non-Hispanic",1861317
