Category,Cochise
Total_doses_administered,123657
Total_people_one_dose,69390
Total_people_complete,61028
Total_doses_ordered,90990
total_pouluation,130808
Male-65 years and older,10837
Male-55-64 years,5247
Male-45-54 years,3859
Male-20-44 years,10018
Male-Less than 20 years,2828
Female-65 years and older,12833
Female-55-64 years,6322
Female-45-54 years,4414
Female-20-44 years,10044
Female-Less than 20 years,2896
"American Indian or Alaska Native, non-Hispanic",333
"Black or African American, non-Hispanic",1318
"Asian or Pacific Islander, non-Hispanic",1324
Unknown,9315
Other Race,10548
Hispanic or Latino,16915
"White, non-Hispanic",29637
