Category,Navajo
Total_doses_administered,78474
Total_people_one_dose,44205
Total_people_complete,37485
Total_doses_ordered,44200
total_pouluation,112825
Male-65 years and older,7021
Male-55-64 years,3658
Male-45-54 years,2600
Male-20-44 years,5451
Male-Less than 20 years,3120
Female-65 years and older,7714
Female-55-64 years,3922
Female-45-54 years,2611
Female-20-44 years,4834
Female-Less than 20 years,3240
"Black or African American, non-Hispanic",228
"Asian or Pacific Islander, non-Hispanic",422
Unknown,2240
Hispanic or Latino,2309
Other Race,8448
"White, non-Hispanic",14922
"American Indian or Alaska Native, non-Hispanic",15636
