Category,Santa Cruz
Total_doses_administered,115261
Total_people_one_dose,58525
Total_people_complete,45093
total_pouluation,58525
Male-65 years and older,4847
Male-55-64 years,3372
Male-45-54 years,3536
Male-20-44 years,9321
Male-Less than 20 years,6921
Female-65 years and older,5856
Female-55-64 years,3717
Female-45-54 years,3840
Female-20-44 years,9782
Female-Less than 20 years,7246
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",190
Other Race,3595
Unknown,4162
"White, non-Hispanic",7791
Hispanic or Latino,42669
