Category,La Paz
Total_doses_administered,18659
Total_people_one_dose,9181
Total_people_complete,7594
total_pouluation,9181
Male-65 years and older,2490
Male-55-64 years,643
Male-45-54 years,333
Male-20-44 years,691
Male-Less than 20 years,386
Female-65 years and older,2487
Female-55-64 years,754
Female-45-54 years,385
Female-20-44 years,612
Female-Less than 20 years,381
"Black or African American, non-Hispanic",42
"Asian or Pacific Islander, non-Hispanic",91
"American Indian or Alaska Native, non-Hispanic",548
Other Race,1204
Hispanic or Latino,1366
Unknown,1900
"White, non-Hispanic",4030
