Category,La Paz
Total_doses_administered,19195
Total_people_one_dose,9354
Total_people_complete,7784
total_pouluation,9354
Male-65 years and older,2531
Male-55-64 years,656
Male-45-54 years,336
Male-20-44 years,719
Male-Less than 20 years,419
Female-65 years and older,2504
Female-55-64 years,765
Female-45-54 years,389
Female-20-44 years,630
Female-Less than 20 years,387
"Black or African American, non-Hispanic",42
"Asian or Pacific Islander, non-Hispanic",92
"American Indian or Alaska Native, non-Hispanic",567
Other Race,1216
Hispanic or Latino,1418
Unknown,1947
"White, non-Hispanic",4072
