Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6993668,31440,148144,117952,20762,8421,51135,17431,2930517,151901,64192,304867,921588,68151,186298,206067
Total_people_complete,3389146,11515,73061,58295,10278,4217,25208,8567,1442763,72113,31042,153701,459920,34359,89556,99196
Total_doses_ordered,5255270,16600,97568,89070,19250,9770,36710,18600,1587440,126950,40790,196918,615438,49212,166680,141758
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3852342,17619,81405,66487,11544,4781,28548,9583,1676863,87426,36425,174397,519391,38141,106800,116799
Male-65 years and older,512514,1900,7635,10626,1634,550,5830,3117,178010,21317,6284,29651,72300,3579,23734,15814
Male-55-64 years,293371,1255,5952,5135,973,594,2601,684,124156,8267,2938,13535,36217,2605,8371,8704
Male-45-54 years,252847,961,5350,3704,847,486,1589,314,121779,4183,2018,12383,30991,2997,4793,7608
Male-20-44 years,591106,2262,16087,9469,1967,1012,3054,511,278288,6904,4101,27709,75218,7439,9271,21703
Male-Less than 20 years,149385,2363,2999,2464,299,47,679,131,73265,1105,2692,5117,19348,2345,1860,4398
Female-65 years and older,632341,2009,8738,12570,2050,526,6188,3021,231131,23755,6793,34015,95308,4332,29622,17870
Female-55-64 years,338693,1388,6681,6158,1112,410,2887,844,143561,9658,3231,14482,44904,2650,10739,9190
Female-45-54 years,278251,951,5521,4267,764,366,1690,348,135778,4447,2074,11134,36778,2852,5573,7855
Female-20-44 years,626134,2083,18604,9459,1524,743,3172,456,303038,6368,3467,20564,86819,6878,9431,18596
Female-Less than 20 years,158331,2437,3761,2544,363,44,798,137,76098,1267,2794,5215,20573,2395,2096,4720
"Black or African American, non-Hispanic",104047,263,582,1237,68,46,94,27,64152,597,205,4900,9980,32,529,650
"American Indian or Alaska Native, non-Hispanic",108629,10242,16953,314,969,84,5652,183,35685,875,10088,8412,10768,16,1057,1520
"Asian or Pacific Islander, non-Hispanic",146719,161,1208,1284,61,48,256,70,79566,1258,376,3172,13177,96,1390,706
Unknown,416578,984,16813,8842,3708,385,5336,2623,164836,14829,2043,35168,83552,2329,27007,33111
Hispanic or Latino,634464,1685,5601,15992,1899,2108,1259,984,298580,6029,2099,27192,120851,28925,6509,49302
Other Race,652899,1187,9444,10140,898,130,4752,1091,257634,15664,7785,18609,65532,2004,16386,10353
"White, non-Hispanic",1789006,3097,30804,28678,3941,1980,11199,4605,776410,48174,13829,76944,215531,4739,53922,21157
