Category,Santa Cruz
Total_doses_administered,68151
Total_people_one_dose,38141
Total_people_complete,34359
Total_doses_ordered,49212
total_pouluation,53161
Male-65 years and older,3579
Male-55-64 years,2605
Male-45-54 years,2997
Male-20-44 years,7439
Male-Less than 20 years,2345
Female-65 years and older,4332
Female-55-64 years,2650
Female-45-54 years,2852
Female-20-44 years,6878
Female-Less than 20 years,2395
"American Indian or Alaska Native, non-Hispanic",16
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",96
Other Race,2004
Unknown,2329
"White, non-Hispanic",4739
Hispanic or Latino,28925
