Category,Navajo
Total_doses_administered,64192
Total_people_one_dose,36425
Total_people_complete,31042
Total_doses_ordered,40790
total_pouluation,112825
Male-65 years and older,6284
Male-55-64 years,2938
Male-45-54 years,2018
Male-20-44 years,4101
Male-Less than 20 years,2692
Female-65 years and older,6793
Female-55-64 years,3231
Female-45-54 years,2074
Female-20-44 years,3467
Female-Less than 20 years,2794
"Black or African American, non-Hispanic",205
"Asian or Pacific Islander, non-Hispanic",376
Unknown,2043
Hispanic or Latino,2099
Other Race,7785
"American Indian or Alaska Native, non-Hispanic",10088
"White, non-Hispanic",13829
