Category,Mohave
Total_doses_administered,151901
Total_people_one_dose,87426
Total_people_complete,72113
Total_doses_ordered,126950
total_pouluation,216985
Male-65 years and older,21317
Male-55-64 years,8267
Male-45-54 years,4183
Male-20-44 years,6904
Male-Less than 20 years,1105
Female-65 years and older,23755
Female-55-64 years,9658
Female-45-54 years,4447
Female-20-44 years,6368
Female-Less than 20 years,1267
"Black or African American, non-Hispanic",597
"American Indian or Alaska Native, non-Hispanic",875
"Asian or Pacific Islander, non-Hispanic",1258
Hispanic or Latino,6029
Unknown,14829
Other Race,15664
"White, non-Hispanic",48174
