Category,Yuma
Total_doses_administered,206067
Total_people_one_dose,116799
Total_people_complete,99196
Total_doses_ordered,141758
total_pouluation,229957
Male-65 years and older,15814
Male-55-64 years,8704
Male-45-54 years,7608
Male-20-44 years,21703
Male-Less than 20 years,4398
Female-65 years and older,17870
Female-55-64 years,9190
Female-45-54 years,7855
Female-20-44 years,18596
Female-Less than 20 years,4720
"Black or African American, non-Hispanic",650
"Asian or Pacific Islander, non-Hispanic",706
"American Indian or Alaska Native, non-Hispanic",1520
Other Race,10353
"White, non-Hispanic",21157
Unknown,33111
Hispanic or Latino,49302
