Category,Santa Cruz
Total_doses_administered,109544
Total_people_one_dose,56555
Total_people_complete,44620
total_pouluation,56555
Male-65 years and older,4730
Male-55-64 years,3281
Male-45-54 years,3444
Male-20-44 years,9087
Male-Less than 20 years,6500
Female-65 years and older,5725
Female-55-64 years,3602
Female-45-54 years,3734
Female-20-44 years,9522
Female-Less than 20 years,6845
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",58
"Asian or Pacific Islander, non-Hispanic",186
Other Race,3529
Unknown,3873
"White, non-Hispanic",7573
Hispanic or Latino,41279
