Category,Cochise
Total_doses_administered,164323
Total_people_one_dose,81425
Total_people_complete,67062
total_pouluation,81425
Male-65 years and older,11283
Male-55-64 years,5563
Male-45-54 years,4344
Male-20-44 years,11666
Male-Less than 20 years,5516
Female-65 years and older,13212
Female-55-64 years,6584
Female-45-54 years,4878
Female-20-44 years,12381
Female-Less than 20 years,5897
"American Indian or Alaska Native, non-Hispanic",360
"Asian or Pacific Islander, non-Hispanic",1479
"Black or African American, non-Hispanic",1586
Unknown,9644
Other Race,11928
Hispanic or Latino,23254
"White, non-Hispanic",33174
