Category,Maricopa
Total_doses_administered,5604170
Total_people_one_dose,2652726
Total_people_complete,2305473
total_pouluation,2652726
Male-65 years and older,286148
Male-55-64 years,189001
Male-45-54 years,183423
Male-20-44 years,439226
Male-Less than 20 years,149206
Female-65 years and older,357462
Female-55-64 years,212572
Female-45-54 years,198765
Female-20-44 years,470332
Female-Less than 20 years,152115
"American Indian or Alaska Native, non-Hispanic",51900
"Black or African American, non-Hispanic",102624
"Asian or Pacific Islander, non-Hispanic",134331
Unknown,179046
Other Race,428246
Hispanic or Latino,446346
"White, non-Hispanic",1310233
