Category,Pinal
Total_doses_administered,518222
Total_people_one_dose,252750
Total_people_complete,220115
total_pouluation,252750
Male-65 years and older,37076
Male-55-64 years,18453
Male-45-54 years,16855
Male-20-44 years,38513
Male-Less than 20 years,12734
Female-65 years and older,42625
Female-55-64 years,20772
Female-45-54 years,17137
Female-20-44 years,35351
Female-Less than 20 years,12483
"Asian or Pacific Islander, non-Hispanic",5162
"Black or African American, non-Hispanic",9224
"American Indian or Alaska Native, non-Hispanic",9829
Unknown,30013
Other Race,31118
Hispanic or Latino,40883
"White, non-Hispanic",126521
