Category,Yuma
Total_doses_administered,313936
Total_people_one_dose,158062
Total_people_complete,127422
total_pouluation,158062
Male-65 years and older,16750
Male-55-64 years,10538
Male-45-54 years,9240
Male-20-44 years,28191
Male-Less than 20 years,12463
Female-65 years and older,19315
Female-55-64 years,11243
Female-45-54 years,10179
Female-20-44 years,26568
Female-Less than 20 years,12966
"Black or African American, non-Hispanic",833
"American Indian or Alaska Native, non-Hispanic",1178
"Asian or Pacific Islander, non-Hispanic",1217
Other Race,19023
Unknown,29498
"White, non-Hispanic",34753
Hispanic or Latino,71560
