Category,Arizona
Total_doses_administered,9682086
Total_people_complete,3940418
total_pouluation,7189020
Total_people_one_dose,4657303
Male-65 years and older,568127
Male-55-64 years,330509
Male-45-54 years,298186
Male-20-44 years,740813
Male-Less than 20 years,265382
Female-65 years and older,690869
Female-55-64 years,375904
Female-45-54 years,321106
Female-20-44 years,774485
Female-Less than 20 years,271964
"Black or African American, non-Hispanic",140467
"Asian or Pacific Islander, non-Hispanic",177623
"American Indian or Alaska Native, non-Hispanic",199929
Unknown,426582
Other Race,667268
Hispanic or Latino,866774
"White, non-Hispanic",2178660
