Category,Yavapai
Total_doses_administered,263411
Total_people_one_dose,121725
Total_people_complete,101728
total_pouluation,121725
Male-65 years and older,26792
Male-55-64 years,9442
Male-45-54 years,5226
Male-20-44 years,10751
Male-Less than 20 years,3207
Female-65 years and older,32520
Female-55-64 years,11936
Female-45-54 years,6206
Female-20-44 years,11001
Female-Less than 20 years,3502
"Black or African American, non-Hispanic",615
"American Indian or Alaska Native, non-Hispanic",1496
"Asian or Pacific Islander, non-Hispanic",1523
Hispanic or Latino,8726
Other Race,17858
Unknown,18432
"White, non-Hispanic",73075
