Category,Santa Cruz
Total_doses_administered,123622
Total_people_one_dose,62604
Total_people_complete,46160
total_pouluation,62604
Male-65 years and older,4941
Male-55-64 years,3509
Male-45-54 years,3694
Male-20-44 years,9742
Male-Less than 20 years,8079
Female-65 years and older,5993
Female-55-64 years,3929
Female-45-54 years,4067
Female-20-44 years,10313
Female-Less than 20 years,8241
"American Indian or Alaska Native, non-Hispanic",58
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",192
Other Race,3675
Unknown,5197
"White, non-Hispanic",7988
Hispanic or Latino,45433
