Category,Yuma
Total_doses_administered,339392
Total_people_one_dose,167504
Total_people_complete,130527
total_pouluation,167504
Male-65 years and older,17847
Male-55-64 years,11040
Male-45-54 years,9550
Male-20-44 years,29513
Male-Less than 20 years,13978
Female-65 years and older,20446
Female-55-64 years,11861
Female-45-54 years,10505
Female-20-44 years,27756
Female-Less than 20 years,14354
"Black or African American, non-Hispanic",882
"American Indian or Alaska Native, non-Hispanic",1222
"Asian or Pacific Islander, non-Hispanic",1280
Other Race,20091
Unknown,30441
"White, non-Hispanic",37124
Hispanic or Latino,76464
