Category,Coconino
Total_doses_administered,220789
Total_people_one_dose,98535
Total_people_complete,83573
total_pouluation,98535
Male-65 years and older,9673
Male-55-64 years,6520
Male-45-54 years,5969
Male-20-44 years,17843
Male-Less than 20 years,6774
Female-65 years and older,10879
Female-55-64 years,7293
Female-45-54 years,6017
Female-20-44 years,20275
Female-Less than 20 years,7016
"Black or African American, non-Hispanic",838
"Asian or Pacific Islander, non-Hispanic",1800
Hispanic or Latino,7797
Other Race,8967
Unknown,12274
"American Indian or Alaska Native, non-Hispanic",23699
"White, non-Hispanic",43160
