Category,Arizona
Total_doses_administered,10489081
Total_people_complete,4045110
total_pouluation,7189020
Total_people_one_dose,4893662
Male-65 years and older,589936
Male-55-64 years,342022
Male-45-54 years,309292
Male-20-44 years,776184
Male-Less than 20 years,300465
Female-65 years and older,716449
Female-55-64 years,388785
Female-45-54 years,332975
Female-20-44 years,811959
Female-Less than 20 years,305716
"Black or African American, non-Hispanic",150070
"Asian or Pacific Islander, non-Hispanic",188338
"American Indian or Alaska Native, non-Hispanic",213488
Unknown,441286
Other Race,690196
Hispanic or Latino,939513
"White, non-Hispanic",2270771
