Category,Mohave
Total_doses_administered,198061
Total_people_one_dose,93929
Total_people_complete,78423
total_pouluation,93929
Male-65 years and older,21759
Male-55-64 years,8522
Male-45-54 years,4449
Male-20-44 years,7926
Male-Less than 20 years,2019
Female-65 years and older,23801
Female-55-64 years,9849
Female-45-54 years,5009
Female-20-44 years,8168
Female-Less than 20 years,2246
"Black or African American, non-Hispanic",660
"American Indian or Alaska Native, non-Hispanic",789
"Asian or Pacific Islander, non-Hispanic",1453
Hispanic or Latino,7751
Unknown,11714
Other Race,14793
"White, non-Hispanic",56769
