Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10801075,78068,213982,191565,42473,10255,61070,19150,6291427,202792,120028,540025,1739374,130496,283243,355244
Total_people_complete,4227530,29877,83308,75515,17086,4063,23978,7767,2489617,80200,46958,218391,668788,50276,109524,139812
total_pouluation,7189020,34839,94188,91297,19228,4511,27334,9341,2832969,94960,55379,248793,774275,66219,128949,173553
Total_people_one_dose,4964392,34839,94188,91297,19228,4511,27334,9341,2832969,94960,55379,248793,774275,66219,128949,173553
Male-65 years and older,592932,3127,8466,12049,1995,517,5991,2527,299199,21933,7761,39201,92429,4822,28540,18114
Male-55-64 years,344144,2334,6060,6030,1367,390,2268,654,197670,8579,3924,17498,50058,3549,10078,11290
Male-45-54 years,312348,1905,5795,4827,1315,335,1298,333,193381,4510,3007,15335,44000,3813,5519,9837
Male-20-44 years,788292,4812,17607,13029,3266,812,2591,720,467787,8081,6821,36966,119113,10067,11339,30743
Male-Less than 20 years,316342,4765,6910,7270,1310,247,936,419,178017,2090,5412,12875,53326,9516,3338,15114
Female-65 years and older,719239,3794,9469,14074,2476,524,6359,2500,373307,23945,8798,44683,118881,5881,34446,20675
Female-55-64 years,390765,2544,6740,7116,1511,318,2667,767,221449,9940,4440,20055,59612,3997,12685,12107
Female-45-54 years,336155,1954,5770,5427,1245,337,1447,389,208952,5055,3038,15612,49665,4224,6570,10765
Female-20-44 years,823488,4718,20097,13813,3306,773,2751,628,499626,8335,6684,33213,131192,10803,11510,28677
Female-Less than 20 years,320796,4875,7095,7558,1426,256,971,386,179283,2311,5456,12740,54364,9430,3695,15529
"Black or African American, non-Hispanic",152941,69,831,1711,83,55,96,42,112234,674,227,9246,18079,61,650,908
"Asian or Pacific Islander, non-Hispanic",190791,162,1732,1598,66,51,226,92,144549,1474,416,4971,23269,189,1665,1284
"American Indian or Alaska Native, non-Hispanic",223678,27562,24143,393,5853,127,2984,568,55716,795,26170,10650,16523,56,1554,1265
Unknown,446358,1226,11334,11079,3828,302,4531,1943,191781,11729,2593,30160,66565,6608,19028,30854
Other Race,693098,1245,8074,12734,868,98,4404,1213,445231,14868,6525,29621,94567,3681,19049,21210
Hispanic or Latino,970297,657,7659,28512,2860,2042,1594,1413,498000,7916,2811,42344,201356,47955,9288,80219
"White, non-Hispanic",2287229,3918,40415,35270,5670,1836,13499,4070,1385458,57504,16637,121801,353916,7669,77715,37813
