Category,Gila
Total_doses_administered,61070
Total_people_one_dose,27334
Total_people_complete,23978
total_pouluation,27334
Male-65 years and older,5991
Male-55-64 years,2268
Male-45-54 years,1298
Male-20-44 years,2591
Male-Less than 20 years,936
Female-65 years and older,6359
Female-55-64 years,2667
Female-45-54 years,1447
Female-20-44 years,2751
Female-Less than 20 years,971
"Black or African American, non-Hispanic",96
"Asian or Pacific Islander, non-Hispanic",226
Hispanic or Latino,1594
"American Indian or Alaska Native, non-Hispanic",2984
Other Race,4404
Unknown,4531
"White, non-Hispanic",13499
