Category,Coconino
Total_doses_administered,213982
Total_people_one_dose,94188
Total_people_complete,83308
total_pouluation,94188
Male-65 years and older,8466
Male-55-64 years,6060
Male-45-54 years,5795
Male-20-44 years,17607
Male-Less than 20 years,6910
Female-65 years and older,9469
Female-55-64 years,6740
Female-45-54 years,5770
Female-20-44 years,20097
Female-Less than 20 years,7095
"Black or African American, non-Hispanic",831
"Asian or Pacific Islander, non-Hispanic",1732
Hispanic or Latino,7659
Other Race,8074
Unknown,11334
"American Indian or Alaska Native, non-Hispanic",24143
"White, non-Hispanic",40415
