Category,Navajo
Total_doses_administered,97019
Total_people_one_dose,48380
Total_people_complete,40211
total_pouluation,48380
Male-65 years and older,7265
Male-55-64 years,3552
Male-45-54 years,2669
Male-20-44 years,5705
Male-Less than 20 years,4220
Female-65 years and older,8204
Female-55-64 years,4073
Female-45-54 years,2685
Female-20-44 years,5620
Female-Less than 20 years,4351
"Black or African American, non-Hispanic",202
"Asian or Pacific Islander, non-Hispanic",352
Unknown,2236
Hispanic or Latino,2443
Other Race,6254
"White, non-Hispanic",15862
"American Indian or Alaska Native, non-Hispanic",21031
