Category,Apache
Total_doses_administered,58663
Total_people_one_dose,28769
Total_people_complete,22459
total_pouluation,28769
Male-65 years and older,2766
Male-55-64 years,2008
Male-45-54 years,1611
Male-20-44 years,3795
Male-Less than 20 years,3876
Female-65 years and older,3322
Female-55-64 years,2158
Female-45-54 years,1579
Female-20-44 years,3704
Female-Less than 20 years,3942
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",129
Hispanic or Latino,564
Unknown,1101
Other Race,1124
"White, non-Hispanic",3617
"American Indian or Alaska Native, non-Hispanic",22175
