Category,Santa Cruz
Total_doses_administered,105982
Total_people_one_dose,55102
Total_people_complete,43981
total_pouluation,55102
Male-65 years and older,4663
Male-55-64 years,3244
Male-45-54 years,3380
Male-20-44 years,8969
Male-Less than 20 years,6111
Female-65 years and older,5637
Female-55-64 years,3534
Female-45-54 years,3652
Female-20-44 years,9281
Female-Less than 20 years,6548
"Black or African American, non-Hispanic",57
"American Indian or Alaska Native, non-Hispanic",57
"Asian or Pacific Islander, non-Hispanic",184
Other Race,3470
Unknown,3738
"White, non-Hispanic",7462
Hispanic or Latino,40134
