Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9364360,58663,197743,158160,42632,8993,54587,17442,5431752,179311,97019,502742,1516321,105982,239292,301812
Total_people_complete,451909,22459,81312,66303,18399,3730,22807,7460,2290170,75699,40211,218412,624197,43981,98141,125994
total_pouluation,7189020,28769,93488,79530,20851,4306,25850,8786,2614301,88996,48380,248614,717989,55102,116121,153749
Total_people_one_dose,4574403,28769,93488,79530,20851,4306,25850,8786,2614301,88996,48380,248614,717989,55102,116121,153749
Male-65 years and older,560281,2766,9340,11122,2381,511,5773,2373,283398,20616,7265,36475,91163,4663,25660,16052
Male-55-64 years,325933,2008,6300,5435,1576,368,2218,603,187146,8166,3552,18208,47750,3244,9111,10281
Male-45-54 years,294138,1611,5741,4259,1434,323,1247,320,181482,4228,2669,16678,41067,3380,4999,9115
Male-20-44 years,728886,3795,16975,11425,3544,781,2378,661,433389,7399,5705,38009,110009,8969,10089,27683
Male-Less than 20 years,252209,3876,5894,5202,1103,207,690,358,142297,1723,4220,12064,41629,6111,2828,11932
Female-65 years and older,682577,3322,10530,13048,2892,511,6170,2410,354384,22855,8204,42048,117304,5637,31350,18579
Female-55-64 years,371217,2158,7090,6466,1714,316,2596,725,210713,9494,4073,20529,57223,3534,11551,10976
Female-45-54 years,317377,1579,5834,4791,1415,325,1392,368,196954,4802,2685,16962,46639,3652,5973,10027
Female-20-44 years,762498,3704,19373,12121,3576,752,2557,591,464579,7594,5620,34947,120908,9281,10326,26144
Female-Less than 20 years,259448,3942,6148,5560,1204,210,771,359,145513,1942,4351,11945,42834,6548,3086,12395
"Black or African American, non-Hispanic",137722,59,774,1545,92,51,89,38,100780,600,202,9052,16185,57,548,818
"Asian or Pacific Islander, non-Hispanic",174039,129,1599,1455,84,43,204,89,131932,1337,352,5069,21589,184,1409,1189
"American Indian or Alaska Native, non-Hispanic",194805,22175,22245,352,5183,117,2645,514,50991,725,21031,9593,14941,57,1414,1149
Unknown,415946,1101,12676,9322,4055,308,4568,1808,173943,11425,2236,29304,65860,3738,19154,28657
Other Race,659584,1124,8586,11779,1297,88,4121,1156,424564,14281,6254,30838,90042,3470,17099,18244
Hispanic or Latino,843606,564,7005,22305,3733,1937,1417,1308,436065,7049,2443,40048,172245,40134,7942,69977
"White, non-Hispanic",2148701,3617,40603,32772,6407,1762,12806,3873,1296026,53579,15862,124710,337127,7462,68555,33715
