Category,Navajo
Total_doses_administered,106458
Total_people_one_dose,51347
Total_people_complete,41574
total_pouluation,51347
Male-65 years and older,7551
Male-55-64 years,3683
Male-45-54 years,2817
Male-20-44 years,6103
Male-Less than 20 years,4746
Female-65 years and older,8522
Female-55-64 years,4207
Female-45-54 years,2827
Female-20-44 years,6001
Female-Less than 20 years,4851
"Black or African American, non-Hispanic",215
"Asian or Pacific Islander, non-Hispanic",383
Unknown,2469
Hispanic or Latino,2680
Other Race,6442
"White, non-Hispanic",16482
"American Indian or Alaska Native, non-Hispanic",22676
