Category,Yavapai
Total_doses_administered,260291
Total_people_one_dose,120989
Total_people_complete,101164
total_pouluation,120989
Male-65 years and older,26646
Male-55-64 years,9416
Male-45-54 years,5199
Male-20-44 years,10685
Male-Less than 20 years,3152
Female-65 years and older,32355
Female-55-64 years,11865
Female-45-54 years,6177
Female-20-44 years,10908
Female-Less than 20 years,3441
"Black or African American, non-Hispanic",605
"American Indian or Alaska Native, non-Hispanic",1481
"Asian or Pacific Islander, non-Hispanic",1513
Hispanic or Latino,8620
Other Race,17780
Unknown,18445
"White, non-Hispanic",72545
