Category,Mohave
Total_doses_administered,195552
Total_people_one_dose,93318
Total_people_complete,78030
total_pouluation,93318
Male-65 years and older,21603
Male-55-64 years,8496
Male-45-54 years,4429
Male-20-44 years,7871
Male-Less than 20 years,1999
Female-65 years and older,23656
Female-55-64 years,9817
Female-45-54 years,4978
Female-20-44 years,8086
Female-Less than 20 years,2203
"Black or African American, non-Hispanic",654
"American Indian or Alaska Native, non-Hispanic",784
"Asian or Pacific Islander, non-Hispanic",1439
Hispanic or Latino,7667
Unknown,11678
Other Race,14732
"White, non-Hispanic",56364
