Category,Cochise
Total_doses_administered,176725
Total_people_one_dose,85486
Total_people_complete,68890
total_pouluation,85486
Male-65 years and older,11577
Male-55-64 years,5744
Male-45-54 years,4563
Male-20-44 years,12180
Male-Less than 20 years,6279
Female-65 years and older,13566
Female-55-64 years,6822
Female-45-54 years,5122
Female-20-44 years,12927
Female-Less than 20 years,6603
"American Indian or Alaska Native, non-Hispanic",376
"Asian or Pacific Islander, non-Hispanic",1542
"Black or African American, non-Hispanic",1656
Unknown,10265
Other Race,12254
Hispanic or Latino,25298
"White, non-Hispanic",34095
