Category,Santa Cruz
Total_doses_administered,121384
Total_people_one_dose,61552
Total_people_complete,45861
total_pouluation,61552
Male-65 years and older,4907
Male-55-64 years,3478
Male-45-54 years,3644
Male-20-44 years,9604
Male-Less than 20 years,7823
Female-65 years and older,5947
Female-55-64 years,3871
Female-45-54 years,4010
Female-20-44 years,10160
Female-Less than 20 years,8016
"American Indian or Alaska Native, non-Hispanic",58
"Black or African American, non-Hispanic",61
"Asian or Pacific Islander, non-Hispanic",191
Other Race,3652
Unknown,4918
"White, non-Hispanic",7923
Hispanic or Latino,44749
