Category,Arizona
Total_doses_administered,3962537
Total_people_complete,1615029
Total_doses_ordered,3629070
total_pouluation,7189020
Total_people_one_dose,2493123
Male-65 years and older,438430
Male-55-64 years,211839
Male-45-54 years,143188
Male-20-44 years,297037
Male-Less than 20 years,27607
Female-65 years and older,543337
Female-55-64 years,260687
Female-45-54 years,173919
Female-20-44 years,360474
Female-Less than 20 years,33613
"Black or African American, non-Hispanic",0.0196708635560436
"American Indian or Alaska Native, non-Hispanic",0.0243607811556271
"Asian or Pacific Islander, non-Hispanic",0.0328578979832632
Hispanic or Latino,0.1141642409624638
"Unknown, non-Hispanic",0.1574423064737226
"Other Race, non-Hispanic",0.1732510264959891
"White, non-Hispanic",0.4782528833728906
