Category,Maricopa
Total_doses_administered,1451158
Total_people_one_dose,915633
Total_people_complete,617560
Total_doses_ordered,1168835
total_pouluation,4367835
Male-65 years and older,142138
Male-55-64 years,78601
Male-45-54 years,57514
Male-20-44 years,113324
Male-Less than 20 years,7632
Female-65 years and older,187261
Female-55-64 years,99887
Female-45-54 years,72746
Female-20-44 years,147621
Female-Less than 20 years,9237
"American Indian or Alaska Native, non-Hispanic",0.0223672558399568
"Black or African American, non-Hispanic",0.0277832677988607
"Asian or Pacific Islander, non-Hispanic",0.0408133626991831
Hispanic or Latino,0.1106351475153499
"Unknown, non-Hispanic",0.1500453700195348
"Other Race, non-Hispanic",0.163335346138853
"White, non-Hispanic",0.4850202499882618
