Category,Maricopa
Total_doses_administered,4709136
Total_people_one_dose,2439078
Total_people_complete,2164111
total_pouluation,2439078
Male-65 years and older,271617
Male-55-64 years,179660
Male-45-54 years,172860
Male-20-44 years,407361
Male-Less than 20 years,109736
Female-65 years and older,340807
Female-55-64 years,203160
Female-45-54 years,188479
Female-20-44 years,437008
Female-Less than 20 years,113996
"American Indian or Alaska Native, non-Hispanic",44746
"Black or African American, non-Hispanic",88232
"Asian or Pacific Islander, non-Hispanic",116904
Unknown,182684
Hispanic or Latino,391002
Other Race,447021
"White, non-Hispanic",1168489
