Category,Gila
Total_doses_administered,45525
Total_people_one_dose,24423
Total_people_complete,21777
total_pouluation,24423
Male-65 years and older,5488
Male-55-64 years,2139
Male-45-54 years,1196
Male-20-44 years,2237
Male-Less than 20 years,553
Female-65 years and older,5947
Female-55-64 years,2478
Female-45-54 years,1336
Female-20-44 years,2360
Female-Less than 20 years,631
"Black or African American, non-Hispanic",77
"Asian or Pacific Islander, non-Hispanic",199
Hispanic or Latino,1308
"American Indian or Alaska Native, non-Hispanic",2362
Other Race,4441
Unknown,5035
"White, non-Hispanic",11001
