Category,Santa Cruz
Total_doses_administered,84088
Total_people_one_dose,45567
Total_people_complete,41247
total_pouluation,45567
Male-65 years and older,4350
Male-55-64 years,3017
Male-45-54 years,3115
Male-20-44 years,8368
Male-Less than 20 years,3209
Female-65 years and older,5244
Female-55-64 years,3265
Female-45-54 years,3311
Female-20-44 years,8326
Female-Less than 20 years,3308
"Black or African American, non-Hispanic",46
"American Indian or Alaska Native, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",167
Unknown,2822
Other Race,3121
"White, non-Hispanic",6671
Hispanic or Latino,32693
