Category,Coconino
Total_doses_administered,164980
Total_people_one_dose,86025
Total_people_complete,77462
total_pouluation,86025
Male-65 years and older,8849
Male-55-64 years,6024
Male-45-54 years,5474
Male-20-44 years,16033
Male-Less than 20 years,4142
Female-65 years and older,10065
Female-55-64 years,6813
Female-45-54 years,5620
Female-20-44 years,18300
Female-Less than 20 years,4450
"Black or African American, non-Hispanic",657
"Asian or Pacific Islander, non-Hispanic",1389
Hispanic or Latino,6178
Other Race,10557
Unknown,15166
"American Indian or Alaska Native, non-Hispanic",18761
"White, non-Hispanic",33317
