Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7999620,36563,164980,128763,37020,7699,45605,14834,4734338,151348,79912,430763,1279569,84316,197965,251129
Total_people_complete,354816,12883,77462,62168,17250,3528,21781,7067,2165741,70347,36000,204362,592470,41256,92243,117621
total_pouluation,7189020,20374,86025,70513,19420,4053,24456,8027,2444808,82955,43133,230530,660957,45655,108516,135697
Total_people_one_dose,4199586,20374,86025,70513,19420,4053,24456,8027,2444808,82955,43133,230530,660957,45655,108516,135697
Male-65 years and older,525147,2145,8849,10351,2316,495,5494,2222,272155,19113,6804,34665,86436,4356,23864,14661
Male-55-64 years,308334,1463,6024,5019,1526,371,2145,579,179945,7723,3319,17408,45601,3021,8673,9575
Male-45-54 years,277501,1119,5474,3861,1375,311,1196,299,173286,3974,2427,15726,38931,3119,4736,8553
Male-20-44 years,678521,2646,16033,10453,3318,752,2244,593,408717,6809,5211,34491,103064,8395,9388,25242
Male-Less than 20 years,186651,2675,4142,3329,816,143,555,240,110022,1428,3133,9432,29020,3213,2204,7865
Female-65 years and older,645554,2486,10065,12366,2789,495,5953,2277,341390,21618,7673,40270,112720,5252,29766,17183
Female-55-64 years,352496,1528,6813,6138,1660,313,2481,677,203414,9096,3789,19775,54905,3266,11064,10260
Female-45-54 years,300616,1103,5620,4389,1345,312,1336,351,188872,4505,2426,16095,44514,3315,5623,9455
Female-20-44 years,710078,2453,18300,11024,3342,712,2363,531,438321,6914,5010,32455,113626,8348,9533,24042
Female-Less than 20 years,195183,2748,4450,3489,921,147,631,242,114290,1606,3308,9470,30714,3316,2517,8410
"Black or African American, non-Hispanic",119351,48,657,1345,80,40,78,32,88455,515,182,7948,13392,46,480,680
"Asian or Pacific Islander, non-Hispanic",153158,108,1389,1326,89,40,200,85,117025,1184,354,4517,18776,167,1230,1040
"American Indian or Alaska Native, non-Hispanic",157569,14105,18761,304,4690,98,2363,353,44866,608,16644,8127,12868,47,1217,1032
Unknown,454078,1220,15166,9305,4136,304,5049,1837,184655,12906,2424,30827,83234,2836,24819,30100
Other Race,681177,1233,10557,11463,1531,109,4440,1170,447204,14946,7893,30513,93697,3123,16992,14947
Hispanic or Latino,741790,467,6178,17569,3387,1810,1309,1159,392525,6348,2201,36192,151364,32763,7138,60126
"White, non-Hispanic",1892463,3193,33317,29201,5507,1652,11017,3391,1170078,46448,13435,112406,287626,6673,56640,27772
