Category,Gila
Total_doses_administered,48933
Total_people_one_dose,26989
Total_people_complete,24409
Total_doses_ordered,36470
total_pouluation,55159
Male-65 years and older,5702
Male-55-64 years,2500
Male-45-54 years,1497
Male-20-44 years,2838
Male-Less than 20 years,443
Female-65 years and older,6045
Female-55-64 years,2828
Female-45-54 years,1610
Female-20-44 years,2939
Female-Less than 20 years,527
"Black or African American, non-Hispanic",0.0033346919115195
"Asian or Pacific Islander, non-Hispanic",0.0091148245581533
Hispanic or Latino,0.0433139427174034
Other Race,0.1711437993256512
"American Indian or Alaska Native, non-Hispanic",0.1842602541776279
Unknown,0.1917077327800215
"White, non-Hispanic",0.3971247545296232
