Category,La Paz
Total_doses_administered,16403
Total_people_one_dose,9046
Total_people_complete,7980
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,3032
Male-55-64 years,647
Male-45-54 years,285
Male-20-44 years,436
Male-Less than 20 years,72
Female-65 years and older,2935
Female-55-64 years,812
Female-45-54 years,320
Female-20-44 years,410
Female-Less than 20 years,83
"Black or African American, non-Hispanic",0.0024320141499005
"Asian or Pacific Islander, non-Hispanic",0.0072960424497015
"American Indian or Alaska Native, non-Hispanic",0.0151448153880168
Hispanic or Latino,0.0969489277028521
Other Race,0.1154101260225514
Unknown,0.2773601591863808
"White, non-Hispanic",0.485407915100597
