Category,Navajo
Total_doses_administered,61879
Total_people_one_dose,34900
Total_people_complete,30445
Total_doses_ordered,40790
total_pouluation,112825
Male-65 years and older,6163
Male-55-64 years,2803
Male-45-54 years,1928
Male-20-44 years,3910
Male-Less than 20 years,2499
Female-65 years and older,6628
Female-55-64 years,3110
Female-45-54 years,1975
Female-20-44 years,3241
Female-Less than 20 years,2611
"Black or African American, non-Hispanic",195
"Asian or Pacific Islander, non-Hispanic",359
Unknown,1840
Hispanic or Latino,1983
Other Race,7575
"American Indian or Alaska Native, non-Hispanic",9567
"White, non-Hispanic",13381
