Category,Mohave
Total_doses_administered,148080
Total_people_one_dose,84684
Total_people_complete,70957
Total_doses_ordered,125800
total_pouluation,216985
Male-65 years and older,20945
Male-55-64 years,8018
Male-45-54 years,3995
Male-20-44 years,6511
Male-Less than 20 years,945
Female-65 years and older,23352
Female-55-64 years,9413
Female-45-54 years,4232
Female-20-44 years,6022
Female-Less than 20 years,1100
"Black or African American, non-Hispanic",569
"American Indian or Alaska Native, non-Hispanic",839
"Asian or Pacific Islander, non-Hispanic",1220
Hispanic or Latino,5604
Unknown,14502
Other Race,15387
"White, non-Hispanic",46563
