Category,Santa Cruz
Total_doses_administered,71634
Total_people_one_dose,40113
Total_people_complete,35831
Total_doses_ordered,49312
total_pouluation,53161
Male-65 years and older,3631
Male-55-64 years,2659
Male-45-54 years,3104
Male-20-44 years,7934
Male-Less than 20 years,2661
Female-65 years and older,4408
Female-55-64 years,2686
Female-45-54 years,2959
Female-20-44 years,7333
Female-Less than 20 years,2669
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",99
Other Race,2049
Unknown,2347
"White, non-Hispanic",4867
Hispanic or Latino,30698
