Category,Apache
Total_doses_administered,73281
Total_people_one_dose,33149
Total_people_complete,27864
total_pouluation,33149
Male-65 years and older,3047
Male-55-64 years,2215
Male-45-54 years,1807
Male-20-44 years,4425
Male-Less than 20 years,4643
Female-65 years and older,3679
Female-55-64 years,2448
Female-45-54 years,1830
Female-20-44 years,4294
Female-Less than 20 years,4750
"Black or African American, non-Hispanic",65
"Asian or Pacific Islander, non-Hispanic",146
Hispanic or Latino,633
Unknown,1198
Other Race,1233
"White, non-Hispanic",3860
"American Indian or Alaska Native, non-Hispanic",26014
