Category,Navajo
Total_doses_administered,114987
Total_people_one_dose,53553
Total_people_complete,45188
total_pouluation,53553
Male-65 years and older,7669
Male-55-64 years,3823
Male-45-54 years,2906
Male-20-44 years,6461
Male-Less than 20 years,5173
Female-65 years and older,8648
Female-55-64 years,4330
Female-45-54 years,2934
Female-20-44 years,6313
Female-Less than 20 years,5258
"Black or African American, non-Hispanic",221
"Asian or Pacific Islander, non-Hispanic",399
Unknown,2530
Hispanic or Latino,2761
Other Race,6486
"White, non-Hispanic",16508
"American Indian or Alaska Native, non-Hispanic",24648
