Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10667679,73281,211916,188735,42069,10197,60570,19035,6224916,201290,114987,533661,1718350,125546,281533,349387
Total_people_complete,4189145,27864,82714,74863,16950,4041,23847,7731,2470143,79704,45188,216655,663186,48915,108984,138397
total_pouluation,7189020,33149,93776,90102,19122,4503,27250,9297,2820464,94638,53553,247576,768655,63610,128813,171368
Total_people_one_dose,4929217,33149,93776,90102,19122,4503,27250,9297,2820464,94638,53553,247576,768655,63610,128813,171368
Male-65 years and older,591279,3047,8435,12059,1996,519,5987,2526,298970,21905,7669,39145,92420,4806,28538,18039
Male-55-64 years,343096,2215,6045,6026,1361,387,2271,652,197412,8560,3823,17475,49978,3504,10087,11196
Male-45-54 years,310875,1807,5773,4783,1315,338,1295,331,192867,4499,2906,15275,43741,3745,5511,9740
Male-20-44 years,782024,4425,17553,12905,3246,809,2565,705,465214,8017,6461,36728,118166,9807,11266,30330
Male-Less than 20 years,308865,4643,6852,6848,1286,242,912,415,174721,2058,5173,12626,51898,8605,3315,14714
Female-65 years and older,717688,3679,9427,14085,2468,523,6357,2489,373319,23916,8648,44615,119000,5855,34446,20598
Female-55-64 years,389917,2448,6731,7102,1504,317,2668,763,221330,9920,4330,20043,59556,3945,12720,12031
Female-45-54 years,334585,1830,5744,5380,1241,337,1444,387,208430,5035,2934,15562,49415,4137,6567,10675
Female-20-44 years,817163,4294,20008,13670,3286,777,2743,622,497285,8252,6313,32997,130090,10415,11463,28308
Female-Less than 20 years,313897,4750,7032,7142,1408,252,952,389,176526,2294,5258,12493,52875,8690,3656,15057
"Black or African American, non-Hispanic",151649,65,826,1699,83,55,96,41,111414,665,221,9164,17910,57,644,893
"Asian or Pacific Islander, non-Hispanic",189647,146,1721,1586,66,50,223,92,143818,1464,399,4937,23159,188,1654,1276
"American Indian or Alaska Native, non-Hispanic",219024,26014,23948,388,5817,127,2962,564,55325,794,24648,10543,16375,55,1547,1246
Unknown,442705,1198,11398,10944,3814,302,4560,1936,190297,11754,2530,30184,65807,5717,19179,30812
Other Race,691686,1233,8056,12720,866,98,4379,1209,445422,14852,6486,29555,94357,3575,19066,20693
Hispanic or Latino,955104,633,7575,27498,2845,2041,1581,1396,491923,7849,2761,41878,197892,46373,9202,78885
"White, non-Hispanic",2279402,3860,40252,35267,5631,1830,13449,4059,1382265,57260,16508,121315,353155,7645,77521,37563
