Category,Maricopa
Total_doses_administered,2619088
Total_people_one_dose,1484529
Total_people_complete,1281809
Total_doses_ordered,1528297
total_pouluation,4367835
Male-65 years and older,170427
Male-55-64 years,114902
Male-45-54 years,108316
Male-20-44 years,239656
Male-Less than 20 years,49931
Female-65 years and older,221772
Female-55-64 years,134857
Female-45-54 years,122497
Female-20-44 years,265171
Female-Less than 20 years,53683
"American Indian or Alaska Native, non-Hispanic",0.0216236934408152
"Black or African American, non-Hispanic",0.0366587651706366
"Asian or Pacific Islander, non-Hispanic",0.0491671095680852
Unknown,0.09518776662497
Other Race,0.1581269210638526
Hispanic or Latino,0.1610524280765145
"White, non-Hispanic",0.478183316055126
