Category,Arizona
Total_doses_administered,9706815
Total_people_complete,3942706
total_pouluation,7189020
Total_people_one_dose,4663888
Male-65 years and older,568968
Male-55-64 years,330917
Male-45-54 years,298562
Male-20-44 years,742006
Male-Less than 20 years,265956
Female-65 years and older,691777
Female-55-64 years,376186
Female-45-54 years,321430
Female-20-44 years,775561
Female-Less than 20 years,272566
"Black or African American, non-Hispanic",140839
"Asian or Pacific Islander, non-Hispanic",178086
"American Indian or Alaska Native, non-Hispanic",200198
Unknown,426535
Other Race,668027
Hispanic or Latino,868186
"White, non-Hispanic",2182017
