Category,value
Hospitalizations,90401
Day,
Day_pct,
Apache,1215
Cochise,1124
Coconino,1876
Gila,989
Graham,480
Greenlee,81
La Paz,351
Maricopa,56320
Mohave,3121
Navajo,2357
Pima,10050
Pinal,6001
Santa Cruz,667
Yavapai,3099
Yuma,2670
0_5,
Less than 20 years,3363
20-44 years,19187
45-54 years,12797
55-64 years,16703
65 years and older,38300
Male,47461
Female,42889
Missing,
"White, non-Hispanic",44598
Hispanic or Latino,27599
"American Indian or Alaska Native, non-Hispanic",6226
"Black or African American, non-Hispanic",4464
"Asian or Pacific Islander, non-Hispanic",1465
Other Race,3880
