Category,Yavapai
Total_doses_administered,247581
Total_people_one_dose,117738
Total_people_complete,99089
total_pouluation,117738
Male-65 years and older,25983
Male-55-64 years,9226
Male-45-54 years,5084
Male-20-44 years,10271
Male-Less than 20 years,2951
Female-65 years and older,31638
Female-55-64 years,11648
Female-45-54 years,6033
Female-20-44 years,10536
Female-Less than 20 years,3217
"Black or African American, non-Hispanic",567
"American Indian or Alaska Native, non-Hispanic",1435
"Asian or Pacific Islander, non-Hispanic",1447
Hispanic or Latino,8154
Other Race,17286
Unknown,18872
"White, non-Hispanic",69977
