Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9846824,62322,208254,167376,44919,9590,56845,18276,5694735,188392,101501,526397,1602389,110804,250914,318632
Total_people_complete,3957353,22836,82135,67430,18673,3811,23035,7554,2314709,76809,40754,221122,630962,44547,99573,127826
total_pouluation,7189020,29826,95657,82468,21414,4414,26337,9059,2675405,91221,49696,255120,739357,57115,118558,159839
Total_people_one_dose,4705034,29826,95657,82468,21414,4414,26337,9059,2675405,91221,49696,255120,739357,57115,118558,159839
Male-65 years and older,572914,2815,9494,11379,2414,516,5865,2453,287982,21201,7396,37418,92671,4769,26166,17073
Male-55-64 years,333101,2058,6398,5620,1593,375,2238,623,190185,8323,3598,18592,48707,3309,9284,10664
Male-45-54 years,300569,1646,5863,4398,1452,328,1263,327,184597,4335,2740,16973,42059,3467,5121,9306
Male-20-44 years,747891,3941,17343,11770,3617,795,2434,688,442689,7624,5879,38771,112856,9173,10343,28390
Male-Less than 20 years,271970,4128,6300,5689,1226,230,761,380,152679,1867,4472,13020,45741,6595,2998,12642
Female-65 years and older,696319,3386,10680,13327,2927,519,6262,2466,359684,23281,8320,42965,119187,5773,31834,19644
Female-55-64 years,378530,2202,7175,6658,1735,318,2627,745,213746,9664,4128,20918,58243,3634,11687,11396
Female-45-54 years,323481,1613,5908,4939,1427,328,1401,378,199934,4882,2740,17273,47587,3765,6083,10232
Female-20-44 years,781723,3829,19715,12504,3659,765,2600,604,473810,7803,5780,35651,124072,9608,10607,26763
Female-Less than 20 years,278618,4200,6510,6083,1352,238,828,376,155666,2061,4606,12794,46764,6937,3286,13116
"Black or African American, non-Hispanic",142511,59,793,1599,92,53,91,41,103967,625,204,9351,16856,60,576,839
"Asian or Pacific Islander, non-Hispanic",179941,136,1671,1501,85,43,209,90,135826,1393,368,5206,22369,188,1463,1228
"American Indian or Alaska Native, non-Hispanic",202881,23080,22895,364,5398,123,2730,544,52450,750,21724,9971,15597,57,1444,1187
Unknown,428978,1142,12556,9855,4130,315,4597,1865,180263,11614,2373,30159,66248,3908,18722,29655
Other Race,672018,1157,8732,12030,1303,91,4194,1190,430605,14507,6348,31347,92073,3554,17412,19335
Hispanic or Latino,879538,579,7297,23670,3866,1993,1460,1351,452495,7330,2532,41348,181191,41691,8267,72225
"White, non-Hispanic",2199167,3673,41713,33449,6540,1796,13056,3978,1319799,55002,16147,127738,345023,7657,70674,35370
